date;date;parcelle;plot ;modality;plante;nb_feuille;H_fev;d_collet;h_tige;weight_fresh;weight_dry;Nb_larves;h_tige_f1;Elongation;piqure;pollen_beetle;Tortuotype;Tige_A;Tige_B;Tige_C;Tige_eclate;Buissonnante;nb_ramification
44986;2023-03-01;2022- P1;3;OSR;9;na;;18.46;10;;;;4;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR;10;na;;13.56;4;;;;2;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR;11;na;;19.12;12;;;;5;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR;12;na;;21.6;12;;;;4;8;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR;13;na;;23;11;;;;4;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR;14;na;;28.57;10;;;;3;7;2;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR;15;na;;23.02;6;;;;3;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;1;na;;9.84;6;;;;3;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;2;na;;10.8;10;;;;4;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;3;na;;28.65;11;;;;4;7;2;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;4;na;;21.75;17;;;;7;10;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;5;na;;5.98;7;;;;5;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;6;na;;11.43;16;;;;7;9;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;7;na;;16.28;17;;;;8;9;3;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;8;na;;12.44;10;;;;6;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;9;na;;7.62;10;;;;7;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;10;na;;12.76;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;11;na;;23.27;10;;;;4;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;12;na;;12.21;13;;;;7;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;13;na;;6.04;8;;;;6;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;14;na;;10.38;12;;;;6;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P1;3;OSR + WFB;15;na;;15.81;16;;;;8;8;2;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;1;na;;15;15;;;;11.5;3.5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;2;na;;29;22;;;;12;10;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;3;na;;27.5;19;;;;11;8;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;4;na;;35;18;;;;11;7;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;5;na;;9.5;24;;;;12;12;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;6;na;;18;11.5;;;;8;3.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;7;na;;34;13;;;;7;6;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;8;na;;22;14;;;;9;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;9;na;;26.5;18;;;;11;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;10;na;;9.5;9;;;;6.5;2.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;11;na;;11.5;10.5;;;;6;4.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;12;na;;18.5;15;;;;10;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;13;na;;21.5;14;;;;8;6;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;14;na;;30;16;;;;10.5;5.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + ART;15;na;;30.5;20;;;;13;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;1;na;;20.5;16;;;;9;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;2;na;;21;16;;;;10;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;3;na;;26;18;;;;10.5;7.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;4;na;;30;20;;;;10.5;9.5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;5;na;;25;17;;;;10;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;6;na;;22;20;;;;12;8;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;7;na;;22.5;18;;;;12;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;8;na;;24.5;22;;;;12;10;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;9;na;;15.5;18;;;;11;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;10;na;;20.5;21;;;;14;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;11;na;;31;16.5;;;;10;6.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;12;na;;24;17;;;;11;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;13;na;;23;15;;;;9;6;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;14;na;;23.5;19;;;;12;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + SFB;15;na;;23;16;;;;9;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;1;na;;27;14;;;;7;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;2;na;;17;12;;;;10;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;3;na;;23;10;;;;7;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;4;na;;29;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;5;na;;23.5;11;;;;7;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;6;na;;20;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;7;na;;26;14;;;;11;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;8;na;;20;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;9;na;;33;13;;;;9;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;10;na;;28;13;;;;8;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;11;na;;28;12;;;;9;3;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;12;na;;17;12;;;;9.5;2.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;13;na;;22;10;;;;7;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;14;na;;24;9;;;;6;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR;15;na;;24;13;;;;9;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;1;na;;20.5;12;;;;7.5;4.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;2;na;;18.5;13;;;;8;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;3;na;;12.5;10;;;;6;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;4;na;;24;8;;;;4;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;5;na;;12.5;9;;;;5;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;6;na;;22.5;11;;;;6.5;4.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;7;na;;16.5;9;;;;6;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;8;na;;17;11;;;;7;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;9;na;;17;12.5;;;;7;5.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;10;na;;14;15;;;;11;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;11;na;;26;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;12;na;;26.5;14;;;;9;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;13;na;;14;10;;;;6;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;14;na;;12.5;11;;;;8.5;2.5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + SFB;15;na;;17.5;16;;;;11;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;1;na;;25;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;2;na;;18.5;13;;;;8.5;4.5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;3;na;;21;13;;;;8;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;4;na;;21.5;13;;;;8;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;5;na;;17;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;6;na;;21;11;;;;7;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;7;na;;21.5;12;;;;9;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;8;na;;26;11;;;;7;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;9;na;;23;12;;;;6.5;5.5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;10;na;;28;11;;;;7;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;11;na;;28.5;11;;;;6;5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;12;na;;28.5;15;;;;11;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;13;na;;16;13;;;;9;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;14;na;;23;13;;;;9;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + ART;15;na;;23.5;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;1;na;;25.5;15;;;;8;7;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;2;na;;15;11;;;;7;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;3;na;;15.5;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;4;na;;9;10;;;;6;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;5;na;;32;13;;;;9;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;6;na;;42.5;21;;;;10;11;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;7;na;;22;17;;;;11;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;8;na;;25.5;17;;;;11;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;9;na;;17.5;17;;;;12;5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;10;na;;32.5;20;;;;11;9;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;11;na;;11.5;14;;;;9;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;12;na;;24;16;;;;10;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;13;na;;26;18;;;;10;8;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;14;na;;10;13;;;;9;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;1;OSR + WFB;15;na;;19;15;;;;9;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;1;na;;13.13;8;;;;5;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;2;na;;6.44;11;;;;2;9;2;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;3;na;;23.22;18;;;;13;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;4;na;;15.12;11;;;;9;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;5;na;;31.57;16;;;;12;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;6;na;;31.27;16;;;;13;3;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;7;na;;20.38;15;;;;12;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;8;na;;29.16;15;;;;10;5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;9;na;;22.6;17;;;;12;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;10;na;;33.99;18;;;;15;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;11;na;;29.06;20;;;;10;10;2;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;12;na;;16.09;16;;;;10;6;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;13;na;;18.54;15;;;;10;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;14;na;;20.35;12;;;;6;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR;15;na;;21.16;11;;;;6;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;1;na;;13.55;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;2;na;;32.06;17;;;;11;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;3;na;;7.56;18;;;;14;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;4;na;;24.63;22;;;;18;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;5;na;;11.3;12;;;;9;3;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;6;na;;13.11;22;;;;17;5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;7;na;;13.04;19;;;;15;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;8;na;;13.03;12;;;;10;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;9;na;;17.39;25;;;;20;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;10;na;;10.63;16;;;;14;2;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;11;na;;11.43;10;;;;6;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;12;na;;15.22;16;;;;13;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;13;na;;6;11;;;;9;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;14;na;;23.25;25;;;;16;9;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;2;OSR + WFB;15;na;;8.97;10;;;;8;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;1;na;;12.79;13;;;;10;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;2;na;;2;6;;;;4;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;3;na;;13.04;12;;;;9;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;4;na;;32.17;16;;;;10;6;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;5;na;;18.61;17;;;;11;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;6;na;;25.78;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;7;na;;18.03;12;;;;10;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;8;na;;16.96;14;;;;11;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;9;na;;24.82;16;;;;11;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;10;na;;8.48;10;;;;7;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;11;na;;25.35;15;;;;11;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;12;na;;19.31;15;;;;11;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;13;na;;22.35;12;;;;9;3;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;14;na;;29.3;13;;;;10;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + ART;15;na;;32.07;13;;;;8;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;1;na;;16.94;14;;;;10;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;2;na;;28.17;22;;;;16;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;3;na;;16.19;12;;;;7;5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;4;na;;24.43;8;;;;6;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;5;na;;18.33;12;;;;7;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;6;na;;16.95;10;;;;7;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;7;na;;12.43;16;;;;13;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;8;na;;17.53;15;;;;10;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;9;na;;17.18;20;;;;14;6;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;10;na;;14.98;17;;;;13;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;11;na;;18.49;18;;;;14;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;12;na;;13.48;15;;;;11;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;13;na;;20.31;16;;;;12;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;14;na;;18.55;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + WFB;15;na;;22.08;13;;;;10;3;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;1;na;;23.9;10;;;;8;2;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;2;na;;16.81;9;;;;6;3;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;3;na;;21.5;11;;;;7;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;4;na;;19.65;15;;;;10;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;5;na;;28.85;13;;;;9;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;6;na;;38.1;12;;;;10;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;7;na;;33.78;14;;;;9;5;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;8;na;;8.68;8;;;;6;2;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;9;na;;26.38;12;;;;7;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;10;na;;16.13;10;;;;8;2;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;11;na;;25.81;11;;;;7;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;12;na;;13.76;11;;;;9;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;13;na;;12.06;11;;;;9;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;14;na;;27.65;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR;15;na;;33.01;28;;;;10;18;3;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;1;na;;17.95;15;;;;11;4;1;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;2;na;;10.37;12;;;;9;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;3;na;;22.33;16;;;;10;6;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;4;na;;11.41;12;;;;9;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;5;na;;12;11;;;;9;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;6;na;;13;8;;;;5;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;7;na;;13.78;13;;;;8;5;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;8;na;;13.07;12;;;;8;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;9;na;;12.06;7;;;;5;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;10;na;;19.05;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;11;na;;21.52;13;;;;9;4;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;12;na;;15.35;11;;;;8;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;13;na;;10.86;8;;;;6;2;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;14;na;;17.92;9;;;;6;3;0;na;;na;na;na;na;na;
44986;2023-03-01;2022- P2;3;OSR + SFB;15;na;;12.9;8;;;;5;3;1;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;1;na;;22;28;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;2;na;;13;18;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;3;na;;19.4;16;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;4;na;;20.8;7;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;5;na;;5.7;14;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;6;na;;15.5;16;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;7;na;;14.4;13;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;8;na;;14.5;14;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;9;na;;14.1;16;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;10;na;;18.4;16.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;11;na;;22.3;18;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;12;na;;20.4;17;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;13;na;;13.4;15.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;14;na;;13.6;18.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR;15;na;;24.6;23;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;1;na;;12.9;14;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;2;na;;11.9;15;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;3;na;;14.2;9;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;4;na;;5.3;5.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;5;na;;4.5;6;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;6;na;;18.9;9.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;7;na;;8.7;6;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;8;na;;12.1;11;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;9;na;;7.6;6;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;10;na;;11.9;12.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;11;na;;23;16;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;12;na;;14.4;16;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;13;na;;16.7;15;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;14;na;;14.9;20;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + WFB;15;na;;20.6;15;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + ART;1;na;;15;24;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + ART;2;na;;20;21;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + ART;3;na;;5;16;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + ART;4;na;;4;10;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + ART;5;na;;4;14.5;;;;na;;na;na;;na;na;na;na;na;
44998;2023-03-13;2022- P1;1;OSR + ART;6;na;;10;21;;;;na;;na;na;;na;na;na;na;na;
